Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget,Fake,Real
174,Maria Briceño,"Ron DeSantis ""firmó una ley para prohibir exhibir la bandera de Puerto Rico en público"".",TikTok posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
175,D.L. Davis,"Infertility is treated differently than other issues and ""often excluded from insurance coverage""",Kelda Helen Roys,"May 26, 2023",TRUE,REAL,1,,REAL
176,Jeff Cercone,"""NYC mayor plans to track and limit meat and dairy.""",Instagram posts,"May 25, 2023",barely-true,FAKE,0,FAKE,
177,Marta Campabadal,"""¡Rusia levanta la bandera blanca y se rinde a Ucrania!""",Facebook posts,"• May 25,",pants-fire,FAKE,0,FAKE,
178,Tom Kertscher,Photo shows the U.S. Pentagon “is under attack.”,Facebook posts,"May 25, 2023",pants-fire,FAKE,0,FAKE,
179,Jeff Cercone,"""The NEXT pandemic is here and children are the target, says Bill Gates.”",Facebook posts,"May 25, 2023",FALSE,FAKE,0,FAKE,
180,Gabrielle Settles,Dr. Sebi was killed “for revealing the truth” about the health benefits of burdock plants.,Facebook posts,"May 25, 2023",FALSE,FAKE,0,FAKE,
181,Madison Czopek,"An Arizona judge was “forced to overturn” an election and ruled “274,000 ballots must be thrown out.”",Facebook posts,"May 24, 2023",FALSE,FAKE,0,FAKE,
182,Marta Campabadal,"""Estados Unidos en peligro advierte el presidente y llama a todos a defender el alma de Estados Unidos"".",Facebook posts,"• May 24,",FALSE,FAKE,0,FAKE,
183,Louis Jacobson,“The share of working-age men choosing to work is the lowest it has ever been.”,Tim Scott,"May 24, 2023",half-true,REAL,1,,REAL
184,Tom Kertscher,"“The best type” of drinking water is H3O2, from fruits, “a more structured form of water.”",Facebook posts,"May 24, 2023",FALSE,FAKE,0,FAKE,
185,Samantha Putterman,"“AIDS-associated diseases and cancers have increased by 338x since the rollout of the COVID-19 vaccines, according to the CDC and foreign government bodies.""",Instagram posts,"May 24, 2023",pants-fire,FAKE,0,FAKE,
186,Maria Ramirez,"“Just last year,” Miami-Dade Public Schools “had over 14,000 new children, 10,000 of which came from four countries of Cuba, Nicaragua, Venezuela and Haiti.”",Francis Suarez,"• May 23,",TRUE,REAL,1,,
187,Gabrielle Settles,Says a report shows that “Ventilators Killed Nearly ALL COVID Patients”,Instagram posts,"May 23, 2023",FALSE,FAKE,0,FAKE,REAL
188,Madison Czopek,COVID-19 vaccines administered during pregnancy drove an increase in cases of myocarditis in babies.,Instagram posts,"May 23, 2023",FALSE,FAKE,0,FAKE,
189,Sara Swann,“Tuck-friendly” bathing suits at Target “are available in kids’ sizes.”,Matt Walsh,"May 23, 2023",FALSE,FAKE,0,FAKE,
190,Loreben Tuquero,"A video shows former President Barack Obama referring to his wife, Michelle as “Michael.”",Facebook posts,"May 23, 2023",pants-fire,FAKE,0,FAKE,
191,Loreben Tuquero,A bill in Connecticut that changes the definition for “sexual orientation” would protect “minor attracted persons” from discrimination.,Instagram posts,"May 23, 2023",FALSE,FAKE,0,FAKE,
192,Maria Briceño,"""La gente que se sube al coche manteniendo las ventanas cerradas inevitablemente aspirará en rápida sucesión excesivas cantidades” de benceno.",Facebook posts,"May 23, 2023",FALSE,FAKE,0,FAKE,
193,Louis Jacobson,“(Donald) Trump ran up more debt than any other president in American history.”,Hakeem Jeffries,"May 22, 2023",barely-true,FAKE,0,FAKE,
194,Maria Ramirez,"“El gobierno de Estados Unidos estará otorgando 30,000 visas mensuales"" para personas de Colombia, Guatemala, Honduras y El Salvador ""para poder venir a vivir a los Estados Unidos por dos años con permiso de trabajo"".",TikTok posts,"• May 19,",barely-true,FAKE,0,FAKE,
195,Matthew Crowley,"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Tim Scott,"May 19, 2023",TRUE,REAL,1,,REAL
196,Madison Czopek,"“U.S. military is now testing soldiers for AIDS, after DOD database reports 500% increase in HIV since the COVID vaccine rollout.”",Instagram posts,"May 19, 2023",FALSE,FAKE,0,FAKE,
197,Sara Swann,“Street lights are connected to mRNA.”,Facebook posts,"May 19, 2023",pants-fire,FAKE,0,FAKE,
198,Samantha Putterman,“CNN announces today there will be no more live audiences at town halls.”,Facebook posts,"May 19, 2023",FALSE,FAKE,0,FAKE,
199,Loreben Tuquero,Canadian Prime Minister Justin Trudeau posed improperly with South Korean National Assembly Speaker Kim Jin-pyo because he “had a bit too much to drink.”,Facebook posts,"May 19, 2023",FALSE,FAKE,0,FAKE,
200,Jeff Cercone,"""Chinese communist” troops on the ground at U.S. southern border.",TikTok posts,"May 19, 2023",FALSE,FAKE,0,FAKE,
201,Gabrielle Settles,Video shows “Pelosi CRIES LIKE KID after McCarthy kicked her out as speaker.”,Facebook posts,"May 18, 2023",pants-fire,FAKE,0,FAKE,
202,Maria Briceño,This video shows empty shelves at a Florida grocery store because truckers said “they were not delivering anything to Florida !!!”,TikTok posts,"May 18, 2023",FALSE,FAKE,0,FAKE,
203,Michelle Andrews,"""We pay by far the highest prices in the world for prescription drugs, in some cases 10 times more than the people of any other country.""",Bernie Sanders,"May 18, 2023",half-true,REAL,1,,REAL
204,Marta Campabadal,"“El Congreso ha aprobado un seguro de salud gratis con cobertura médica, dental y de visión”.",Facebook posts,"• May 18,",FALSE,FAKE,0,FAKE,
205,Maria Ramirez,"""The Republican plan would cut federal law enforcement officers — 30,000 — including 11,000 FBI agents, 2,000 border agents, DEA agents, and so on.""",Joe Biden,"• May 18,",barely-true,FAKE,0,FAKE,
206,Madison Czopek,An Instagram video shows a man confronting President Joe Biden about an inappropriate relationship with a 13-year-old girl.,Instagram posts,"May 18, 2023",pants-fire,FAKE,0,FAKE,
207,Jill Terreri,The New York state budget covers 96% of eligible preschoolers,Kathy Hochul,"• May 18,",mostly-true,REAL,1,,REAL
208,Tom Kertscher,“A European study has found COVID vaccines could be causing ‘long-term brain damage.’”,TikTok posts,"May 18, 2023",FALSE,FAKE,0,FAKE,
209,Tom Kertscher,Pregnant women getting the Tdap vaccine “voluntarily are quite literally the experiment.”,Instagram posts,"May 18, 2023",FALSE,FAKE,0,FAKE,
210,Marta Campabadal,“JUST IN: A MASSIVE CARAVAN of illegal aliens is forcing their way into the US!”,Tweets,"• May 18,",FALSE,FAKE,0,FAKE,
211,Paul Specht,“(I will oppose) any attempt to restrict or deny women’s basic health care needs.”,Tricia Cotham,"May 17, 2023",full-flop,FAKE,0,FAKE,
212,Jeff Cercone,FedNow is a new “monetary system” that’s “going to cost you.”,Facebook posts,"May 17, 2023",FALSE,FAKE,0,FAKE,
213,Tom Kertscher,"“We are about 1 degree Celsius above the coldest it’s been in the last 10,000 years” and “that’s why we shouldn’t be panicking.”",Instagram posts,"May 17, 2023",FALSE,FAKE,0,FAKE,
214,Tom Kertscher,New Washington state law allows “government to take away minors from parents if they refuse to agree to gender-transition surgery.”,The Gateway Pundit,"May 17, 2023",FALSE,FAKE,0,FAKE,
215,Gabrielle Settles,“Jamie Foxx is on Life Support in ICU at this hour … Family is preparing for the worst.”,Facebook posts,"May 16, 2023",FALSE,FAKE,0,FAKE,
216,Gabrielle Settles,“The government has been putting ground up human teeth and bone in our food and calling it 'calcium phosphate.’”,Facebook posts,"May 16, 2023",pants-fire,FAKE,0,FAKE,
217,Amy Sherman,“In Congress Ron DeSantis pushed a 23% national sales tax.”,MAGA Inc,"May 16, 2023",half-true,REAL,1,,REAL
218,Maria Ramirez,“A partir del 11 de mayo no podrán ser deportados personas que lleguen a la frontera de los Estados Unidos bajo el Título 42”.,TikTok posts,"• May 16,",barely-true,FAKE,0,FAKE,
219,Loreben Tuquero,Photo shows former President Donald Trump “in the hood.”,Tweets,"May 16, 2023",FALSE,FAKE,0,FAKE,
220,Marta Campabadal,"""Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses.""",Kamala Harris,"• May 16,",mostly-true,REAL,1,,REAL
221,Sara Swann,Photo shows Joe Biden touching a child inappropriately.,Instagram posts,"May 15, 2023",pants-fire,FAKE,0,FAKE,
222,Loreben Tuquero,“NCAA strips Lia Thomas of National Championship After ‘Unfavorable’ Test Results.”,Tweets,"May 15, 2023",FALSE,FAKE,0,FAKE,
223,Loreben Tuquero,Video shows Pfizer agreed to pay $2.3 billion in a health care fraud settlement involving COVID-19 vaccines.,Instagram posts,"May 12, 2023",FALSE,FAKE,0,FAKE,
224,Paul Specht,Four North Carolina Republicans made “campaign promises” to protect reproductive rights,Roy Cooper,"May 12, 2023",half-true,REAL,1,,REAL
225,D.L. Davis,"“When a basketball player or football or baseball player from another team plays in Wisconsin, that one game's salary, they pay Wisconsin income tax on it. ... So, if for some reason we do not have the Brewers in Wisconsin all of those player salaries that generate dollars for the State of Wisconsin go away.""",Robin Vos,"May 12, 2023",TRUE,REAL,1,,REAL
226,Gabrielle Settles,California has approved $1.2 million in reparations for every Black resident.,Tweets,"May 12, 2023",FALSE,FAKE,0,FAKE,
227,Amy Sherman,“Donald Trump himself wrote a book where he was talking about the need to increase the age of eligibility for Social Security to 70.”,Ron DeSantis,"May 12, 2023",mostly-true,REAL,1,,REAL
228,Samantha Putterman,“Hillary Clinton has Parkinson’s disease.”,Facebook posts,"May 11, 2023",FALSE,FAKE,0,FAKE,
229,Ciara O'Rourke,Video shows Fox News host Sean Hannity saying an impostor is pretending to be President Joe Biden.,Viral image,"May 11, 2023",FALSE,FAKE,0,FAKE,
230,Ciara O'Rourke,"NASA is “just a film studio, and all they do are movies.”",Viral image,"May 11, 2023",FALSE,FAKE,0,FAKE,
231,Amy Sherman,"“Many of these teachers are soldiers, ex-soldiers, ex-policeman.”",Donald Trump,"May 11, 2023",barely-true,FAKE,0,FAKE,
232,Loreben Tuquero,“The sun prevents skin cancer.”,Facebook posts,"May 11, 2023",FALSE,FAKE,0,FAKE,
233,Ciara O'Rourke,The National Parks Service posted about children who have been freed from human traffickers.,Viral image,"May 11, 2023",pants-fire,FAKE,0,FAKE,
234,Louis Jacobson,"House Speaker “Kevin McCarthy has quietly implemented a pay raise for members (of Congress) that could be $30,000+ per person. It circumvents the Constitution by instead reimbursing their rent, utilities, & meals.”",Brian Tyler Cohen,"May 11, 2023",barely-true,FAKE,0,FAKE,
235,Maria Briceño,"Este video muestra ""gente saliendo de Florida por nueva orden que se aprobó ley antimigrante”.",TikTok posts,"May 11, 2023",FALSE,FAKE,0,FAKE,
236,Ciara O'Rourke,Video shows Elon Musk saying “I just unbanned President Trump’s Twitter and I already have crybaby liberals threatening to quit Twitter.”,Viral image,"May 11, 2023",FALSE,FAKE,0,FAKE,
237,Marta Campabadal,“Se filtran fotos” de “satanista enseñando sus Rituales y Adoración a lucifer a niños en bibliotecas de Estados Unidos”.,Facebook posts,"• May 10,",pants-fire,FAKE,0,FAKE,
238,Samantha Putterman,"“Both murderers in Texas were not only illegals, but gang members” and were “most likely tied to MS-13.”",Facebook posts,"May 10, 2023",FALSE,FAKE,0,FAKE,
239,Maria Briceño,En China se están fabricando huevos artificiales para el consumo humano.,Facebook posts,"May 10, 2023",FALSE,FAKE,0,FAKE,
240,Marta Campabadal,Este video muestra “reptilianos”.,Facebook posts,"• May 10,",pants-fire,FAKE,0,FAKE,
241,Maria Briceño,Tropas estadounidenses se preparan para “una pandemia zombies”.,Facebook posts,"May 10, 2023",FALSE,FAKE,0,FAKE,
242,Madison Czopek,"Duke Health, UNC Health and ECU Health “in North Carolina are diagnosing toddlers who play with stereotypically opposite gender toys as having gender dysphoria and are beginning to transition them!!”",Instagram posts,"May 10, 2023",FALSE,FAKE,0,FAKE,
243,Gabrielle Settles,“Goldfish crackers contain a dangerously high amount of weed killer.”,Facebook posts,"May 10, 2023",FALSE,FAKE,0,FAKE,
244,Louis Jacobson,"“This year, there have been 13,000 deaths by gun violence. The vast majority, 95% of them, are in inner cities, where you have some of the strictest gun control laws in the country.”",Marc Short,"May 10, 2023",barely-true,FAKE,0,FAKE,
245,Loreben Tuquero,Photo shows first person from a Honduras caravan to be granted asylum in the U.S.,Facebook posts,"May 9, 2023",FALSE,FAKE,0,FAKE,
246,Grace Abels,Democrats “introduced a bill that would ban detaining gay illegal immigrants.”,Will Cain,"May 9, 2023",barely-true,FAKE,0,FAKE,
247,Ciara O'Rourke,“The Democratic Party just confirmed Michelle Obama will be its nominee and nobody noticed.”,Viral image,"May 9, 2023",FALSE,FAKE,0,FAKE,
248,Ciara O'Rourke,“Robot attacks factory worker” in video.,Viral image,"May 9, 2023",FALSE,FAKE,0,FAKE,
249,Sarah Bahari,Texas Gov. Greg Abbott “cut $211 million in mental health funding.”,Gavin Newsom,"May 9, 2023",barely-true,FAKE,0,FAKE,
250,Ciara O'Rourke,Video shows House Speaker Kevin McCarthy announcing U.S. Rep. Nancy Pelosi “will be impeached.”,Facebook posts,"May 9, 2023",FALSE,FAKE,0,FAKE,
251,Sara Swann,A robot with artificial intelligence “self-terminated” after 15 minutes of manual labor.,Facebook posts,"May 9, 2023",FALSE,FAKE,0,FAKE,
252,Michael McAulliff,"Addressing the impact of the House GOP debt-ceiling bill on veterans’ programs, ""I'm dead serious that we're not cutting veterans, and I mean it.""",Mike Bost,"May 9, 2023",barely-true,FAKE,0,FAKE,
253,Jeff Cercone,"Chelsea Clinton said, “It’s time to force-jab every unvaccinated child in America.”",Instagram posts,"May 9, 2023",FALSE,FAKE,0,FAKE,
254,Ciara O'Rourke,Video shows the “Grim Reaper” appearing at King Charles III’s coronation.,Facebook posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
255,Jeff Cercone,Dropped globe in video shows NASA astronauts filming in TV studio.,Instagram posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
256,Ciara O'Rourke,Video shows a fight breaking out in a U.S. House of Representatives committee hearing.,Facebook posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
257,Samantha Putterman,Photo shows migrants heading to U.S. border in May 2023.,Tweets,"May 8, 2023",FALSE,FAKE,0,FAKE,
258,Ciara O'Rourke,Says U.S. Rep. Nancy Pelosi “is guilty of treason.”,Facebook posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
259,Ciara O'Rourke,Photo shows former first lady Michelle Obama as a man.,Viral image,"May 8, 2023",pants-fire,FAKE,0,FAKE,
260,Ciara O'Rourke,Video shows U.S. Rep. Madison Cawthorn receiving an “ovation” after confronting U.S. Rep. Nancy Pelosi.,Facebook posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
261,Samantha Putterman,“mRNA in food is being tested by USDA now.”,Instagram posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
262,Madison Czopek,U.S. Marine Corps arrested a CDC official.,TikTok posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
263,Ciara O'Rourke,"“Michelle Obama’s mother dies, leaves inheritance to ‘My son Michael.’”",Viral image,"May 8, 2023",pants-fire,FAKE,0,FAKE,
264,Jill Terreri,"Fauci, DOD and CDC funded deadly pathogen research at Sudan lab",TikTok posts,"• May 8,",FALSE,FAKE,0,FAKE,
265,Madison Czopek,"“If you need Girl Scout cookies this year and don’t have a local troop to support, please consider buying from Troop 6000, which is entirely made up of girls living in NYC’s homeless shelters.”",Facebook posts,"May 8, 2023",TRUE,REAL,1,,REAL
266,Jeff Cercone,"Simulation with fictional virus shows ‘“what they're preparing for us"" in 2025.",Instagram posts,"May 5, 2023",FALSE,FAKE,0,FAKE,
267,Gabrielle Settles,"Video shows Kamala Harris talking nonsensically about today, tomorrow and yesterday.",Facebook posts,"May 5, 2023",pants-fire,FAKE,0,FAKE,
268,Sara Swann,Florida lawmakers danced “after passing anti-trans legislation.”,TikTok posts,"May 5, 2023",barely-true,FAKE,0,FAKE,
269,Loreben Tuquero,NASA's T-minus launch countdown is a mocking reference to Satan.,Instagram posts,"May 5, 2023",pants-fire,FAKE,0,FAKE,
270,Ciara O'Rourke,Walmart stores are being converted to FEMA camps to imprison Americans.,Instagram posts,"May 5, 2023",FALSE,FAKE,0,FAKE,
271,Ciara O'Rourke,Kobe Bryant was killed “as a setup to stop him from testifying.”,Instagram posts,"May 5, 2023",FALSE,FAKE,0,FAKE,
